NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;PIT_TIME;CLASS;GROUP;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;IM1_time;IM1_elapsed;IM2a_time;IM2a_elapsed;IM2_time;IM2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed
14;1;14;3:36.899;0;;50.407;0;1:28.537;0;1:17.955;0;90.8;39:20.743;12:53:59.004;0:50.407;1:28.537;1:17.955;136.7;;Am;;Toyota Gazoo Racing;GF;50.407;88.537;77.955;34.363;34.363;16.044;50.407;27.622;1:18.029;1:00.915;2:18.944;33.815;2:52.759;44.14;3:36.899
14;1;15;2:30.771;0;;32.654;2;58.152;0;59.965;0;130.7;41:51.514;12:56:29.775;0:32.654;0:58.152;0:59.965;204.5;;Am;;Toyota Gazoo Racing;GF;32.654;58.152;59.965;20.239;20.239;12.415;32.654;22.384;55.038;35.768;1:30.806;29.085;1:59.891;30.88;2:30.771
14;1;16;2:31.862;0;;33.269;0;57.840;0;1:00.753;0;129.7;44:23.376;12:59:01.637;0:33.269;0:57.840;1:00.753;206.1;;Am;;Toyota Gazoo Racing;GF;33.269;57.84;60.753;20.633;20.633;12.636;33.269;22.596;55.865;35.244;1:31.109;28.961;2:00.070;31.792;2:31.862
15;1;1;2:44.021;0;;43.801;0;59.010;0;1:01.210;0;120.1;2:44.021;12:17:22.282;0:43.801;0:59.010;1:01.210;200.0;;Am;;Toyota Gazoo Racing;GF;43.801;59.01;61.21;;;;43.801;23.362;1:07.163;35.648;1:42.811;29.972;2:12.783;31.238;2:44.021
15;1;2;2:30.827;0;;33.461;0;57.706;0;59.660;2;130.6;5:14.848;12:19:53.109;0:33.461;0:57.706;0:59.660;203.8;;Am;;Toyota Gazoo Racing;GF;33.461;57.706;59.66;20.82;20.82;12.641;33.461;22.519;55.980;35.187;1:31.167;28.789;1:59.956;30.871;2:30.827
15;1;3;2:29.400;2;;32.511;0;57.214;2;59.675;0;131.8;7:44.248;12:22:22.509;0:32.511;0:57.214;0:59.675;204.5;;Am;;Toyota Gazoo Racing;GF;32.511;57.214;59.675;20.276;20.276;12.235;32.511;22.184;54.695;35.030;1:29.725;28.707;1:58.432;30.968;2:29.400
15;1;4;2:33.577;0;;32.822;0;59.569;0;1:01.186;0;128.3;10:17.825;12:24:56.086;0:32.822;0:59.569;1:01.186;206.9;;Am;;Toyota Gazoo Racing;GF;32.822;59.569;61.186;20.304;20.304;12.518;32.822;23.934;56.756;35.635;1:32.391;29.749;2:02.140;31.437;2:33.577
15;1;5;2:30.722;0;;33.264;0;57.475;0;59.983;0;130.7;12:48.547;12:27:26.808;0:33.264;0:57.475;0:59.983;207.7;;Am;;Toyota Gazoo Racing;GF;33.264;57.475;59.983;20.557;20.557;12.707;33.264;22.505;55.769;34.970;1:30.739;29.131;1:59.870;30.852;2:30.722
15;1;6;2:29.572;0;;32.34;2;57.282;0;59.950;0;131.7;15:18.119;12:29:56.380;0:32.340;0:57.282;0:59.950;205.3;;Am;;Toyota Gazoo Racing;GF;32.34;57.282;59.95;20.17;20.17;12.17;32.34;22.250;54.590;35.032;1:29.622;28.845;1:58.467;31.105;2:29.572
15;1;7;2:30.884;0;;32.367;0;57.787;0;1:00.730;0;130.6;17:49.003;12:32:27.264;0:32.367;0:57.787;1:00.730;203.8;;Am;;Toyota Gazoo Racing;FCY;32.367;57.787;60.73;20.156;20.156;12.211;32.367;22.443;54.810;35.344;1:30.154;28.801;1:58.955;31.929;2:30.884
15;1;8;3:27.017;0;;38.763;0;1:34.145;0;1:14.109;0;95.2;21:16.020;12:35:54.281;0:38.763;1:34.145;1:14.109;78.1;;Am;;Toyota Gazoo Racing;FCY;38.763;94.145;74.109;24.357;24.357;14.406;38.763;32.985;1:11.748;1:01.160;2:12.908;35.146;2:48.054;38.963;3:27.017
15;1;9;3:19.509;0;;46.925;0;1:18.044;0;1:14.540;0;98.7;24:35.529;12:39:13.790;0:46.925;1:18.044;1:14.540;102.9;;Am;;Toyota Gazoo Racing;GF;46.925;78.044;74.54;31.703;31.703;15.222;46.925;26.821;1:13.746;51.223;2:04.969;32.256;2:37.225;42.284;3:19.509
15;1;10;2:32.463;0;;33.481;0;57.804;0;1:01.178;0;129.2;27:07.992;12:41:46.253;0:33.481;0:57.804;1:01.178;207.7;;Am;;Toyota Gazoo Racing;GF;33.481;57.804;61.178;20.764;20.764;12.717;33.481;22.517;55.998;35.287;1:31.285;29.47;2:00.755;31.708;2:32.463
15;1;11;2:32.212;0;;33.514;0;58.954;0;59.744;0;129.4;29:40.204;12:44:18.465;0:33.514;0:58.954;0:59.744;206.1;;Am;;Toyota Gazoo Racing;GF;33.514;58.954;59.744;20.65;20.65;12.864;33.514;23.696;57.210;35.258;1:32.468;28.622;2:01.090;31.122;2:32.212
15;1;12;2:32.384;0;;33.063;0;57.942;0;1:01.379;0;129.3;32:12.588;12:46:50.849;0:33.063;0:57.942;1:01.379;208.5;;Am;;Toyota Gazoo Racing;FCY;33.063;57.942;61.379;20.674;20.674;12.389;33.063;22.743;55.806;35.199;1:31.005;29.488;2:00.493;31.891;2:32.384
15;1;13;3:29.246;0;;40.135;0;1:31.329;0;1:17.782;0;94.1;35:41.834;12:50:20.095;0:40.135;1:31.329;1:17.782;100.7;;Am;;Toyota Gazoo Racing;FCY;40.135;91.329;77.782;25.899;25.899;14.236;40.135;31.936;1:12.071;59.393;2:11.464;38.566;2:50.030;39.216;3:29.246
15;1;14;3:36.893;0;;48.249;0;1:28.521;0;1:20.123;0;90.8;39:18.727;12:53:56.988;0:48.249;1:28.521;1:20.123;134.0;;Am;;Toyota Gazoo Racing;GF;48.249;88.521;80.123;33.068;33.068;15.181;48.249;29.167;1:17.416;59.354;2:16.770;35.781;2:52.551;44.342;3:36.893
15;1;15;2:31.241;0;;32.774;0;58.009;0;1:00.458;0;130.2;41:49.968;12:56:28.229;0:32.774;0:58.009;1:00.458;209.3;;Am;;Toyota Gazoo Racing;GF;32.774;58.009;60.458;20.203;20.203;12.571;32.774;22.626;55.400;35.383;1:30.783;29.388;2:00.171;31.07;2:31.241
15;1;16;2:33.694;0;;32.707;0;58.788;0;1:02.199;0;128.2;44:23.662;12:59:01.923;0:32.707;0:58.788;1:02.199;205.3;;Am;;Toyota Gazoo Racing;GF;32.707;58.788;62.199;20.348;20.348;12.359;32.707;23.187;55.894;35.601;1:31.495;30.243;2:01.738;31.956;2:33.694
15;1;17;2:31.037;0;;33.283;0;57.799;0;59.955;0;130.4;46:54.699;13:01:32.960;0:33.283;0:57.799;0:59.955;206.1;;Am;;Toyota Gazoo Racing;FF;33.283;57.799;59.955;20.777;20.777;12.506;33.283;22.672;55.955;35.127;1:31.082;28.744;1:59.826;31.211;2:31.037
16;1;1;2:39.706;0;;41.445;0;57.767;0;1:00.494;0;123.3;2:39.706;12:17:17.967;0:41.445;0:57.767;1:00.494;205.3;;Am;Legends;Toyota Gazoo Racing;GF;41.445;57.767;60.494;;;;41.445;22.625;1:04.070;35.142;1:39.212;29.613;2:08.825;30.881;2:39.706
16;1;2;2:29.604;0;;32.698;0;57.347;0;59.559;0;131.7;5:09.310;12:19:47.571;0:32.698;0:57.347;0:59.559;207.7;;Am;Legends;Toyota Gazoo Racing;GF;32.698;57.347;59.559;20.338;20.338;12.36;32.698;22.211;54.909;35.136;1:30.045;28.754;1:58.799;30.805;2:29.604
16;1;3;2:29.133;0;;32.245;0;57.240;0;59.648;0;132.1;7:38.443;12:22:16.704;0:32.245;0:57.240;0:59.648;207.7;;Am;Legends;Toyota Gazoo Racing;GF;32.245;57.24;59.648;19.99;19.99;12.255;32.245;22.174;54.419;35.066;1:29.485;28.682;1:58.167;30.966;2:29.133
16;1;4;2:29.483;0;;32.582;0;57.155;0;59.746;0;131.8;10:07.926;12:24:46.187;0:32.582;0:57.155;0:59.746;206.9;;Am;Legends;Toyota Gazoo Racing;GF;32.582;57.155;59.746;20.267;20.267;12.315;32.582;22.194;54.776;34.961;1:29.737;28.93;1:58.667;30.816;2:29.483
16;1;5;2:29.062;0;;32.333;0;57.152;0;59.577;0;132.1;12:36.988;12:27:15.249;0:32.333;0:57.152;0:59.577;207.7;;Am;Legends;Toyota Gazoo Racing;GF;32.333;57.152;59.577;20.058;20.058;12.275;32.333;22.245;54.578;34.907;1:29.485;28.858;1:58.343;30.719;2:29.062
16;1;6;2:28.761;0;;32.487;0;56.921;0;59.353;0;132.4;15:05.749;12:29:44.010;0:32.487;0:56.921;0:59.353;206.9;;Am;Legends;Toyota Gazoo Racing;GF;32.487;56.921;59.353;20.093;20.093;12.394;32.487;22.072;54.559;34.849;1:29.408;28.564;1:57.972;30.789;2:28.761
16;1;7;2:33.380;0;;32.152;3;57.498;0;1:03.730;0;128.4;17:39.129;12:32:17.390;0:32.152;0:57.498;1:03.730;201.5;;Am;Legends;Toyota Gazoo Racing;FCY;32.152;57.498;63.73;19.949;19.949;12.203;32.152;22.188;54.340;35.310;1:29.650;29.262;1:58.912;34.468;2:33.380
16;1;8;3:29.578;0;;41.399;0;1:31.085;0;1:17.094;0;94.0;21:08.707;12:35:46.968;0:41.399;1:31.085;1:17.094;89.4;;Am;Legends;Toyota Gazoo Racing;FCY;41.399;91.085;77.094;24.894;24.894;16.505;41.399;31.886;1:13.285;59.199;2:12.484;36.508;2:48.992;40.586;3:29.578
16;1;9;3:22.888;0;;45.924;0;1:17.661;0;1:19.303;0;97.1;24:31.595;12:39:09.856;0:45.924;1:17.661;1:19.303;118.2;;Am;Legends;Toyota Gazoo Racing;GF;45.924;77.661;79.303;29.985;29.985;15.939;45.924;27.699;1:13.623;49.962;2:03.585;34.136;2:37.721;45.167;3:22.888
16;1;10;2:29.996;0;;33.332;0;57.348;0;59.316;2;131.3;27:01.591;12:41:39.852;0:33.332;0:57.348;0:59.316;207.7;;Am;Legends;Toyota Gazoo Racing;GF;33.332;57.348;59.316;20.383;20.383;12.949;33.332;22.604;55.936;34.744;1:30.680;28.517;1:59.197;30.799;2:29.996
16;1;11;2:28.510;2;;32.225;0;56.920;0;59.365;0;132.6;29:30.101;12:44:08.362;0:32.225;0:56.920;0:59.365;209.3;;Am;Legends;Toyota Gazoo Racing;GF;32.225;56.92;59.365;20.038;20.038;12.187;32.225;21.995;54.220;34.925;1:29.145;28.618;1:57.763;30.747;2:28.510
16;1;12;2:34.869;0;;32.686;0;56.926;0;1:05.257;0;127.2;32:04.970;12:46:43.231;0:32.686;0:56.926;1:05.257;209.3;;Am;Legends;Toyota Gazoo Racing;FCY;32.686;56.926;65.257;20.261;20.261;12.425;32.686;22.085;54.771;34.841;1:29.612;29.159;1:58.771;36.098;2:34.869
16;1;13;3:30.877;0;;42.476;0;1:28.460;0;1:19.941;0;93.4;35:35.847;12:50:14.108;0:42.476;1:28.460;1:19.941;91.7;;Am;Legends;Toyota Gazoo Racing;FCY;42.476;88.46;79.941;26.259;26.259;16.217;42.476;30.742;1:13.218;57.718;2:10.936;38.931;2:49.867;41.01;3:30.877
16;1;14;3:38.913;0;;47.832;0;1:26.243;0;1:24.838;0;90.0;39:14.760;12:53:53.021;0:47.832;1:26.243;1:24.838;94.1;;Am;Legends;Toyota Gazoo Racing;GF;47.832;86.243;84.838;30.437;30.437;17.395;47.832;29.361;1:17.193;56.882;2:14.075;38.8;2:52.875;46.038;3:38.913
16;1;15;2:30.531;0;;32.816;0;57.647;0;1:00.068;0;130.9;41:45.291;12:56:23.552;0:32.816;0:57.647;1:00.068;205.3;;Am;Legends;Toyota Gazoo Racing;GF;32.816;57.647;60.068;20.279;20.279;12.537;32.816;22.384;55.200;35.263;1:30.463;29.15;1:59.613;30.918;2:30.531
16;1;16;2:28.952;0;;32.415;0;56.791;2;59.746;0;132.2;44:14.243;12:58:52.504;0:32.415;0:56.791;0:59.746;208.5;;Am;Legends;Toyota Gazoo Racing;GF;32.415;56.791;59.746;20.131;20.131;12.284;32.415;21.994;54.409;34.797;1:29.206;29.029;1:58.235;30.717;2:28.952
16;1;17;2:30.251;0;;32.668;0;57.421;0;1:00.162;0;131.1;46:44.494;13:01:22.755;0:32.668;0:57.421;1:00.162;198.5;;Am;Legends;Toyota Gazoo Racing;FF;32.668;57.421;60.162;20.307;20.307;12.361;32.668;22.312;54.980;35.109;1:30.089;29.1;1:59.189;31.062;2:30.251
18;1;1;2:48.813;0;;46.527;0;1:01.715;0;1:00.571;0;116.7;2:48.813;12:17:27.074;0:46.527;1:01.715;1:00.571;200.0;;Am;Legends;Toyota Gazoo Racing;GF;46.527;61.715;60.571;;;;46.527;25.083;1:11.610;36.632;1:48.242;29.126;2:17.368;31.445;2:48.813
18;1;2;2:32.866;0;;33.122;0;58.980;0;1:00.764;0;128.9;5:21.679;12:19:59.940;0:33.122;0:58.980;1:00.764;205.3;;Am;Legends;Toyota Gazoo Racing;GF;33.122;58.98;60.764;20.459;20.459;12.663;33.122;23.109;56.231;35.871;1:32.102;29.566;2:01.668;31.198;2:32.866
18;1;3;2:32.904;0;;33.042;2;59.182;0;1:00.680;0;128.8;7:54.583;12:22:32.844;0:33.042;0:59.182;1:00.680;201.5;;Am;Legends;Toyota Gazoo Racing;GF;33.042;59.182;60.68;20.496;20.496;12.546;33.042;23.251;56.293;35.931;1:32.224;29.292;2:01.516;31.388;2:32.904
18;1;4;2:33.142;0;;33.193;0;58.348;0;1:01.601;0;128.6;10:27.725;12:25:05.986;0:33.193;0:58.348;1:01.601;198.5;;Am;Legends;Toyota Gazoo Racing;GF;33.193;58.348;61.601;20.593;20.593;12.6;33.193;22.571;55.764;35.777;1:31.541;29.766;2:01.307;31.835;2:33.142
18;1;5;2:31.905;2;;33.387;0;58.123;2;1:00.395;2;129.7;12:59.630;12:27:37.891;0:33.387;0:58.123;1:00.395;200.7;;Am;Legends;Toyota Gazoo Racing;GF;33.387;58.123;60.395;20.793;20.793;12.594;33.387;22.826;56.213;35.297;1:31.510;28.955;2:00.465;31.44;2:31.905
18;1;6;2:35.500;0;;33.503;0;58.684;0;1:03.313;0;126.7;15:35.130;12:30:13.391;0:33.503;0:58.684;1:03.313;201.5;;Am;Legends;Toyota Gazoo Racing;GF;33.503;58.684;63.313;20.887;20.887;12.616;33.503;23.124;56.627;35.560;1:32.187;30.107;2:02.294;33.206;2:35.500
18;1;7;2:37.554;0;;33.544;0;58.950;0;1:05.060;0;125.0;18:12.684;12:32:50.945;0:33.544;0:58.950;1:05.060;203.8;;Am;Legends;Toyota Gazoo Racing;FCY;33.544;58.95;65.06;20.993;20.993;12.551;33.544;23.489;57.033;35.461;1:32.494;32.014;2:04.508;33.046;2:37.554
18;1;8;3:08.520;0;;35.211;0;1:21.565;0;1:11.744;0;104.5;21:21.204;12:35:59.465;0:35.211;1:21.565;1:11.744;82.6;;Am;Legends;Toyota Gazoo Racing;FCY;35.211;81.565;71.744;21.929;21.929;13.282;35.211;25.041;1:00.252;56.524;1:56.776;35.17;2:31.946;36.574;3:08.520
18;1;9;3:17.628;0;;49.075;0;1:17.980;0;1:10.573;0;99.7;24:38.832;12:39:17.093;0:49.075;1:17.980;1:10.573;124.4;;Am;Legends;Toyota Gazoo Racing;GF;49.075;77.98;70.573;32.752;32.752;16.323;49.075;25.387;1:14.462;52.593;2:07.055;31.678;2:38.733;38.895;3:17.628
18;1;10;2:32.820;0;;33.64;0;58.551;0;1:00.629;0;128.9;27:11.652;12:41:49.913;0:33.640;0:58.551;1:00.629;203.0;;Am;Legends;Toyota Gazoo Racing;GF;33.64;58.551;60.629;20.814;20.814;12.826;33.64;23.246;56.886;35.305;1:32.191;29.502;2:01.693;31.127;2:32.820
18;1;11;2:33.061;0;;33.16;0;58.539;0;1:01.362;0;128.7;29:44.713;12:44:22.974;0:33.160;0:58.539;1:01.362;210.1;;Am;Legends;Toyota Gazoo Racing;GF;33.16;58.539;61.362;20.449;20.449;12.711;33.16;23.183;56.343;35.356;1:31.699;29.732;2:01.431;31.63;2:33.061
2;1;1;2:37.493;0;;40.556;0;57.314;0;59.623;0;125.1;2:37.493;12:17:15.754;0:40.556;0:57.314;0:59.623;202.2;;Am;;Toyota Gazoo Racing;GF;40.556;57.314;59.623;;;;40.556;22.137;1:02.693;35.177;1:37.870;28.649;2:06.519;30.974;2:37.493
2;1;2;2:28.609;2;;32.435;0;56.804;0;59.370;0;132.6;5:06.102;12:19:44.363;0:32.435;0:56.804;0:59.370;205.3;;Am;;Toyota Gazoo Racing;GF;32.435;56.804;59.37;20.168;20.168;12.267;32.435;21.920;54.355;34.884;1:29.239;28.732;1:57.971;30.638;2:28.609
2;1;3;2:29.489;0;;32.576;0;56.755;2;1:00.158;0;131.8;7:35.591;12:22:13.852;0:32.576;0:56.755;1:00.158;206.9;;Am;;Toyota Gazoo Racing;GF;32.576;56.755;60.158;20.31;20.31;12.266;32.576;22.000;54.576;34.755;1:29.331;28.819;1:58.150;31.339;2:29.489
2;1;4;2:30.637;0;;32.705;0;57.489;0;1:00.443;0;130.8;10:06.228;12:24:44.489;0:32.705;0:57.489;1:00.443;197.8;;Am;;Toyota Gazoo Racing;GF;32.705;57.489;60.443;20.353;20.353;12.352;32.705;22.040;54.745;35.449;1:30.194;29.497;1:59.691;30.946;2:30.637
2;1;5;2:29.715;0;;32.364;0;57.851;0;59.500;0;131.6;12:35.943;12:27:14.204;0:32.364;0:57.851;0:59.500;204.5;;Am;;Toyota Gazoo Racing;GF;32.364;57.851;59.5;20.098;20.098;12.266;32.364;22.393;54.757;35.458;1:30.215;28.621;1:58.836;30.879;2:29.715
2;1;6;2:28.942;0;;32.391;0;57.231;0;59.320;0;132.3;15:04.885;12:29:43.146;0:32.391;0:57.231;0:59.320;200.7;;Am;;Toyota Gazoo Racing;GF;32.391;57.231;59.32;20.079;20.079;12.312;32.391;22.131;54.522;35.100;1:29.622;28.545;1:58.167;30.775;2:28.942
2;1;7;2:32.584;0;;32.327;2;57.158;0;1:03.099;0;129.1;17:37.469;12:32:15.730;0:32.327;0:57.158;1:03.099;205.3;;Am;;Toyota Gazoo Racing;FCY;32.327;57.158;63.099;20.127;20.127;12.2;32.327;22.036;54.363;35.122;1:29.485;28.984;1:58.469;34.115;2:32.584
2;1;8;3:30.403;0;;42.451;0;1:30.486;0;1:17.466;0;93.6;21:07.872;12:35:46.133;0:42.451;1:30.486;1:17.466;82.4;;Am;;Toyota Gazoo Racing;FCY;42.451;90.486;77.466;25.796;25.796;16.655;42.451;31.864;1:14.315;58.622;2:12.937;36.928;2:49.865;40.538;3:30.403
2;1;9;3:23.385;0;;45.876;0;1:17.395;0;1:20.114;0;96.9;24:31.257;12:39:09.518;0:45.876;1:17.395;1:20.114;103.4;;Am;;Toyota Gazoo Racing;FCY;45.876;77.395;80.114;29.644;29.644;16.232;45.876;27.861;1:13.737;49.534;2:03.271;34.772;2:38.043;45.342;3:23.385
2;1;10;2:29.849;0;;33.52;0;57.029;0;59.300;2;131.5;27:01.106;12:41:39.367;0:33.520;0:57.029;0:59.300;204.5;;Am;;Toyota Gazoo Racing;GF;33.52;57.029;59.3;20.7;20.7;12.82;33.52;22.152;55.672;34.877;1:30.549;28.514;1:59.063;30.786;2:29.849
2;1;11;2:28.684;0;;32.372;0;56.953;0;59.359;0;132.5;29:29.790;12:44:08.051;0:32.372;0:56.953;0:59.359;204.5;;Am;;Toyota Gazoo Racing;GF;32.372;56.953;59.359;20.132;20.132;12.24;32.372;22.055;54.427;34.898;1:29.325;28.549;1:57.874;30.81;2:28.684
2;1;12;2:32.173;0;;32.695;0;57.001;0;1:02.477;0;129.4;32:01.963;12:46:40.224;0:32.695;0:57.001;1:02.477;206.1;;Am;;Toyota Gazoo Racing;FCY;32.695;57.001;62.477;20.442;20.442;12.253;32.695;22.118;54.813;34.883;1:29.696;28.775;1:58.471;33.702;2:32.173
2;1;13;3:31.994;0;;43.463;0;1:28.781;0;1:19.750;0;92.9;35:33.957;12:50:12.218;0:43.463;1:28.781;1:19.750;92.5;;Am;;Toyota Gazoo Racing;FCY;43.463;88.781;79.75;25.573;25.573;17.89;43.463;31.057;1:14.520;57.724;2:12.244;38.846;2:51.090;40.904;3:31.994
2;1;14;3:40.203;0;;47.872;0;1:26.775;0;1:25.556;0;89.5;39:14.160;12:53:52.421;0:47.872;1:26.775;1:25.556;84.8;;Am;;Toyota Gazoo Racing;GF;47.872;86.775;85.556;30.34;30.34;17.532;47.872;29.690;1:17.562;57.085;2:14.647;38.825;2:53.472;46.731;3:40.203
21;1;1;2:38.219;0;;40.903;0;57.602;0;59.714;0;124.5;2:38.219;12:17:16.480;0:40.903;0:57.602;0:59.714;206.1;;Am;;Toyota Gazoo Racing;GF;40.903;57.602;59.714;;;;40.903;22.437;1:03.340;35.165;1:38.505;28.781;2:07.286;30.933;2:38.219
21;1;2;2:29.783;0;;33.0;0;57.330;0;59.453;0;131.5;5:08.002;12:19:46.263;0:33.000;0:57.330;0:59.453;200.0;;Am;;Toyota Gazoo Racing;GF;33.0;57.33;59.453;20.515;20.515;12.485;33.0;21.986;54.986;35.344;1:30.330;28.799;1:59.129;30.654;2:29.783
21;1;3;2:28.669;0;;32.432;0;57.068;0;59.169;0;132.5;7:36.671;12:22:14.932;0:32.432;0:57.068;0:59.169;203.8;;Am;;Toyota Gazoo Racing;GF;32.432;57.068;59.169;20.104;20.104;12.328;32.432;22.056;54.488;35.012;1:29.500;28.545;1:58.045;30.624;2:28.669
21;1;4;2:29.972;0;;32.734;0;57.312;0;59.926;0;131.3;10:06.643;12:24:44.904;0:32.734;0:57.312;0:59.926;204.5;;Am;;Toyota Gazoo Racing;GF;32.734;57.312;59.926;20.32;20.32;12.414;32.734;22.371;55.105;34.941;1:30.046;29.181;1:59.227;30.745;2:29.972
21;1;5;2:29.553;0;;32.608;0;57.453;0;59.492;0;131.7;12:36.196;12:27:14.457;0:32.608;0:57.453;0:59.492;205.3;;Am;;Toyota Gazoo Racing;GF;32.608;57.453;59.492;20.171;20.171;12.437;32.608;22.245;54.853;35.208;1:30.061;28.903;1:58.964;30.589;2:29.553
21;1;6;2:28.992;0;;32.489;0;57.177;0;59.326;0;132.2;15:05.188;12:29:43.449;0:32.489;0:57.177;0:59.326;204.5;;Am;;Toyota Gazoo Racing;GF;32.489;57.177;59.326;20.158;20.158;12.331;32.489;22.037;54.526;35.140;1:29.666;28.622;1:58.288;30.704;2:28.992
21;1;7;2:34.266;0;;32.424;0;57.774;0;1:04.068;0;127.7;17:39.454;12:32:17.715;0:32.424;0:57.774;1:04.068;200.7;;Am;;Toyota Gazoo Racing;FCY;32.424;57.774;64.068;20.146;20.146;12.278;32.424;22.217;54.641;35.557;1:30.198;29.61;1:59.808;34.458;2:34.266
21;1;8;3:29.913;0;;41.525;0;1:31.652;0;1:16.736;0;93.8;21:09.367;12:35:47.628;0:41.525;1:31.652;1:16.736;92.8;;Am;;Toyota Gazoo Racing;FCY;41.525;91.652;76.736;25.031;25.031;16.494;41.525;32.169;1:13.694;59.483;2:13.177;36.315;2:49.492;40.421;3:29.913
21;1;9;3:22.500;0;;45.808;0;1:17.875;0;1:18.817;0;97.3;24:31.867;12:39:10.128;0:45.808;1:17.875;1:18.817;130.8;;Am;;Toyota Gazoo Racing;GF;45.808;77.875;78.817;29.836;29.836;15.972;45.808;27.785;1:13.593;50.090;2:03.683;33.857;2:37.540;44.96;3:22.500
21;1;10;2:30.010;0;;33.28;0;57.497;0;59.233;0;131.3;27:01.877;12:41:40.138;0:33.280;0:57.497;0:59.233;206.9;;Am;;Toyota Gazoo Racing;GF;33.28;57.497;59.233;20.391;20.391;12.889;33.28;22.617;55.897;34.880;1:30.777;28.711;1:59.488;30.522;2:30.010
21;1;11;2:28.397;2;;32.267;2;57.005;0;59.125;2;132.7;29:30.274;12:44:08.535;0:32.267;0:57.005;0:59.125;205.3;;Am;;Toyota Gazoo Racing;GF;32.267;57.005;59.125;20.062;20.062;12.205;32.267;21.974;54.241;35.031;1:29.272;28.503;1:57.775;30.622;2:28.397
21;1;12;2:35.378;0;;32.685;0;57.230;0;1:05.463;0;126.8;32:05.652;12:46:43.913;0:32.685;0:57.230;1:05.463;206.9;;Am;;Toyota Gazoo Racing;FCY;32.685;57.23;65.463;20.314;20.314;12.371;32.685;22.297;54.982;34.933;1:29.915;29.01;1:58.925;36.453;2:35.378
21;1;13;3:30.841;0;;42.135;0;1:29.175;0;1:19.531;0;93.4;35:36.493;12:50:14.754;0:42.135;1:29.175;1:19.531;101.7;;Am;;Toyota Gazoo Racing;FCY;42.135;89.175;79.531;26.018;26.018;16.117;42.135;30.995;1:13.130;58.180;2:11.310;38.675;2:49.985;40.856;3:30.841
21;1;14;3:38.577;0;;47.879;0;1:26.148;0;1:24.550;0;90.1;39:15.070;12:53:53.331;0:47.879;1:26.148;1:24.550;98.4;;Am;;Toyota Gazoo Racing;GF;47.879;86.148;84.55;30.539;30.539;17.34;47.879;29.191;1:17.070;56.957;2:14.027;38.556;2:52.583;45.994;3:38.577
21;1;15;2:30.456;0;;32.767;0;58.254;0;59.435;0;130.9;41:45.526;12:56:23.787;0:32.767;0:58.254;0:59.435;202.2;;Am;;Toyota Gazoo Racing;GF;32.767;58.254;59.435;20.257;20.257;12.51;32.767;22.358;55.125;35.896;1:31.021;28.537;1:59.558;30.898;2:30.456
21;1;16;2:29.020;0;;32.481;0;56.926;2;59.613;0;132.2;44:14.546;12:58:52.807;0:32.481;0:56.926;0:59.613;206.9;;Am;;Toyota Gazoo Racing;GF;32.481;56.926;59.613;20.144;20.144;12.337;32.481;22.149;54.630;34.777;1:29.407;28.92;1:58.327;30.693;2:29.020
21;1;17;2:30.140;0;;32.596;0;57.697;0;59.847;0;131.2;46:44.686;13:01:22.947;0:32.596;0:57.697;0:59.847;203.8;;Am;;Toyota Gazoo Racing;FF;32.596;57.697;59.847;20.227;20.227;12.369;32.596;22.372;54.968;35.325;1:30.293;28.874;1:59.167;30.973;2:30.140
3;1;1;2:43.756;0;;43.135;0;59.619;0;1:01.002;0;120.3;2:43.756;12:17:22.017;0:43.135;0:59.619;1:01.002;204.5;;Am;Legends ;Toyota Gazoo Racing;GF;43.135;59.619;61.002;;;;43.135;23.431;1:06.566;36.188;1:42.754;29.738;2:12.492;31.264;2:43.756
3;1;2;2:31.846;0;;33.471;0;58.115;0;1:00.260;0;129.7;5:15.602;12:19:53.863;0:33.471;0:58.115;1:00.260;203.8;;Am;Legends ;Toyota Gazoo Racing;GF;33.471;58.115;60.26;20.922;20.922;12.549;33.471;22.607;56.078;35.508;1:31.586;29.065;2:00.651;31.195;2:31.846
3;1;3;2:31.963;0;;33.601;0;58.227;0;1:00.135;0;129.6;7:47.565;12:22:25.826;0:33.601;0:58.227;1:00.135;202.2;;Am;Legends ;Toyota Gazoo Racing;GF;33.601;58.227;60.135;21.179;21.179;12.422;33.601;22.782;56.383;35.445;1:31.828;29.006;2:00.834;31.129;2:31.963
3;1;4;2:31.941;0;;33.672;0;58.058;0;1:00.211;0;129.6;10:19.506;12:24:57.767;0:33.672;0:58.058;1:00.211;203.8;;Am;Legends ;Toyota Gazoo Racing;GF;33.672;58.058;60.211;20.684;20.684;12.988;33.672;22.724;56.396;35.334;1:31.730;29.108;2:00.838;31.103;2:31.941
